text	label	prediction	TP
one 10 adult americans equivalent 22 million people owns mp3 player according survey study pew internet american life project found mp3 players gadget choice among affluent young americans survey interview teenagers likely millions under-18s also mp3 players american love affair digital music players made possible homes get broadband 22 million americans mp3 players 59 men compared 41 women high income judged 75,000 £39,000 four times likely players earning less 30 000 £15,000 broadband access plays big part ownership almost quarter broadband home players compared dial-up access mp3 players still gadget choice younger adults almost one five us citizens aged 30 one compares 14 aged 30-39 14 aged 40-48 influence children also plays part sixteen percent parents living children 18 digital players compared n't ease use growth music available net main factors upsurge ownership survey found people beginning use instruments social activity sharing songs taking part podcasting survey found `` ipods mp3 players becoming mainstream technology consumers '' said lee rainie director pew internet american life project `` growth market inevitable new devices become available new players enter market new social uses ipods/mp3 players become popular '' added	4	2	False
`` 's finished yet '' whispered conservative party person reporter attempted slip quietly hall indeed n't michael howard already broken away printed text speech party 's spring conference brighton deliver smart rebuff peter hain 's description `` attack mongrel '' claiming personal abuse meant labour `` rattled '' tory challenge moving front stage party faithful rose feet applause make personal ad-libbed appeal go fight victory `` one day able tell children grandchildren tell mine bit played part helped win famous election election transformed country better '' speech peppered references mr howard 's humble beginnings `` child immigrants '' introduced son nick trainee vicar praised father 's honesty `` always know life meant said '' said mr howard also joined stage wife sandra daughter larissa stepson sholto audience 's reaction little muted party conference standards mr howard 's overall message tories labour run win next election sound quite hollow might done six months ago mr howard claimed justification tories campaign got `` great start '' labour back foot immigration tony blair hastily adding sixth promise issue latest pledge card even managed score points traditional labour territory health education stunts involving margaret dixon postponed operation maria hutchings concerns son 's special needs education may everyone 's taste succeeded bringing issues alive forcing labour react senior tories believe long last starting tap public mood cutting background noise connect ordinary voter latest poster campaign flags range policies better school discipline cleaner hospitals `` mean hard keep hospital clean '' immigration `` 's racist impose limits immigration '' headline `` thinking thinking '' say contrasts labour 's negative campaigning infamous `` flying pigs '' poster oliver letwin one men lampooned labour poster affects bewilderment believes labour 's loss sure footing campaign trail peter hain `` mongrel '' attack says latest example party getting tone wrong by-product claims tories setting agenda `` say n't understand labour machine appears kind state shock n't seem know '' weeks positive headlines also done wonders tory activists morale likely crucial factor election analysts seem agree hinge party get core support `` fantastic weeks '' said 20-year-old politics student nick vaughan `` policies getting media sense win would n't n't think could '' delegates even spoke next election like 1970 ted heath behind polls written pundits snatched victory harold wilson 's labour party insisted going re-run 2001 `` thought 2001 going dent massive majority n't happen '' said john murray aldridge browhills conservatives `` disappointing time really different `` whoever running strategy top got bang blair back foot '' much credit tories recent change fortune must go lynton crosby australian strategist succeeded turning political veteran apparent no-hoper john howard australia 's liberal party serial election winner tories still mountain climb michael howard walk doors number 10 even allowing natural bias tories opinion polls still behind chance overturning labour 's whopping majority really ahead gear start campaign proper party least reason hope like australian namesake mr howard really n't finished yet	2	1	False
england captain jason robinson miss rest six nations injury robinson stand-in captain absence jonny wilkinson due lead england final two games italy scotland sale full-back pulled squad wednesday torn ligament right thumb 30-year-old undergo operation friday england yet name replacement skipper robinson said `` disappointing means miss england 's last two games six nations twickenham two games club sale sharks `` 'm looking back playing early april '' robinson picked injury 19-13 defeat ireland lansdowne road saturday coach andy robinson said `` hugely disappointed jason `` england captain immense figure autumn internationals six nations leading example times look forward back england squad '' announcement latest setback robinson 's injury-depleted squad among key figures already missing jonny wilkinson mike tindall greenwood julian white phil vickery list leaves robinson short candidates vacant captaincy role former england skipper jeremy guscott told bbc radio five live choice would matt dawson even though hold regular starting place `` obvious choice dawson '' said guscott `` especially given harry ellis best game scrum-half saturday `` dawson credentials experience even though winning record captain great `` option martin corry standout forward moment `` unfortunately england rely leaders field moment '' england announce squad 12 march game italy saturday	3	2	False
labour continue pursue controversial reforms wins third term power party 's election chief alan milburn said pledged labour would encourage people achieve aspirations `` want people earn '' mr milburn told bbc radio 's today show tory shadow chancellor oliver letwin called labour `` brilliant machine talking things '' said deliver policies country needs meanwhile liberal democrats president simon hughes said `` new labour lost people 's confidence way old labour never '' mr milburn told today labour wanted policies encouraged increased social mobility britain pressed incapacity benefits said tax welfare system must `` provide right incentives people '' `` no-one talking driving people work know one million people incapacity benefit want opportunity work providing right level support '' however backbench labour mp karen buck warned proposed changes benefits told today programme `` policy seen make feckless poor go back work going work one hand going improve electoral chances '' mr milburn also sought draw line controversy reports feud gordon brown prime minister tony blair stressed mr brown would play role last election mr milburn gave details planned reforms speech labour 's fabian society also praised mr brown one leaders party 's reform process speech backed choice schools hospitals wider home ownership changes welfare system mr milburn insisted government reform must continue `` task rebuild new labour coalition around 'one nation politics recognise life hard many chance succeed '' said `` glass ceiling opportunity country first two terms raised third term break '' voters turned party failed reform industrial relations 1960s also told audience oliver letwin said government failed deliver key public services cleaner hospitals discipline schools putting police streets said ministers delivered cleaner hospitals 5,000 people dying infections last year new labour failed school discipline implemented serious reforms teachers could run schools would give parents choice went lib dems simon hughes said many pensioners means tested money needed students told would n't tuition fees debt `` given exactly opposite '' added `` new labour households still paying unfair council tax rather fairer alternative ''	2	2	True
world casting gaze cell processor first time important different backers processor big names computer industry ibm one largest respected chip-makers world providing cutting edge technology large businesses sony using chip inside playstation console dominance games market means lot power dictate future computer gaming platforms technology inside cell heralded revolutionary technical standpoint traditional computers whether household pcs playstation 2s use single processor carry calculations run computer cell technology hand uses multiple cell processors linked together run lots calculations simultaneously gives processing power order magnitude competitors whilst rivals working similar technology sony 's advanced speed computer memory slowly increasing last years memory technology accompanies cell huge leap performance using technology called xdr created american firm rambus memory run eight times faster current standard promoted intel perhaps important technology cell 's role imminent `` war living rooms '' big trend predicted year convergence computers home entertainment devices dvd players hi-fis companies like microsoft sony believe lot money made putting computer underneath tv every household offering services music video downloads well giving individual access media already one place microsoft already made first tactical move area windows media center software adopted many pc makers sony stab something similar psx variation playstation last year japan although attempt generally seen failure companies believe increasing capabilities games consoles make powerful pcs make technology accessible enough persuade buyers give pride place video rack sony ibm want make sure dominance pc market enjoyed microsoft intel allowed extend market creating radically new architecture using architecture games console sure huge seller hope cell processor become dominant technology living room shutting rivals established tv doubt hope use base camp extend might traditional pcs instigate regime change desktop cell fact specifically designed deployed throughout house links multiple processors also extended reach cell processors entirely different systems sony hopes put cells televisions kitchen appliances anywhere could use sort computer chip cell linked others creating vast home network computing power resources cells across house pooled provide power links also used enable devices talk programme microwave tv example digital home future depends widespread adoption cell processor things number reasons could fail processor different requires programmers learn different way writing software may changeover simply difficult master also guarantee microsoft intel going sit around let cell take home computing without fight microsoft going pushing xbox hard possible make sure technology sony 's tree next christmas intel furiously working new designs address problems current chips create rival technology cell n't lose desktop pc dominance cell succeeds becoming living room technology choice however could provide jump-start fully digital home future revolution might televised could well played videogame controller	4	1	False
yukos said us bankruptcy court decide whether block russia 's impending auction main production arm thursday russian oil firm filed bankruptcy protection us attempt halt forced sale however judge letitia clark said hearing would continue thursday arguments case would heard russian authorities due auction yuganskneftegas 19 december pay huge tax bill sent yukos russian prosecutors forcing sale firm 's lucrative asset yuganskneftegas help pay 27bn £14bn back tax bill claim owed yukos filing bankruptcy protection us `` last resort preserve rights shareholders employees customers '' said yukos chief executive steven theede company added opted take action american courts us bankruptcy law gives worldwide jurisdiction debtor company 's property seeking judiciary willing protect value shareholders investments however firm based russia significant us assets lawyers unsure outcome case `` stop 60 body cut sunday '' zack clement lawyer yukos told judge clark emergency hearing houston texas wednesday well bid get chapter 11 bankruptcy protects firms creditors allowing continue trading restructure finances group also made claim damages russian government yukos asked houston court order russia arbitration press claims billions dollars damages `` campaign illegal discriminatory disproportionate '' tax claims mr clement said russian law russian government obliged enter arbitration set international law added opening bid firm 's yuganskneftgas unit 8bn less half 20bn yukos advisers say worth `` believe significant bidder auction sunday gazprom '' said referring russia 's natural gas giant yukos maintains forced auction illegal `` cause company suffer immediate irreparable harm '' many commentators believe russian government 's aggressive pursuit yukos politically-motivated response political ambitions former chief executive mikhail khodorkovsky mr khodorkovsky funded liberal opposition groups arrested october last year fraud tax evasion charges still jail analysts believe production unit auctioned likely bought government-backed firm like gazprom effectively bringing large chunk russia 's lucrative oil gas industry back state control	0	1	False
japanese communications firm softbank widened losses heavy spending new cut-rate phone service service launched december dubbed `` otoku '' `` bargain '' almost 900,000 orders softbank said firm market leader high-speed internet operating loss three months december 7.5bn yen 71.5m £38.4m without otoku marketing spend would made profit expects move black 2006 firm give figure extent profits expected make next year born 1990s tech boom investing widely becoming fast-rising star till end tech bubble hit hard recent return high profile came purchase japan telecom country 's third-biggest fixed-line telecoms firm acquisition spurred broadband internet division pole position japanese market 5.1 million subscribers end december	0	2	False
thousands technology lovers industry experts gathered las vegas annual consumer electronics show ces fair showcases latest technologies gadgets hit shops next year 50,000 new products unveiled show unfolds microsoft chief bill gates make pre-show keynote speech wednesday expected announce details next generation xbox thrust year 's show technologies put people charge multimedia content store listen watch want devices time anywhere 120,000 people expected attend trade show stretches 1.5 million square feet highlights include latest trends digital imaging storage technologies thinner flat screen high-definition tvs wireless portable technologies gaming broadband technologies show also includes several speeches key technology companies intel microsoft hewlett packard among others `` story year remains digital completely transforming revolutionising products way people interact '' jeff joseph consumer electronics association cea told bbc news website `` personalisation taking mp3 player creating playlist taking digital video recorder watch want watch longer whim broadcasters '' consumer electronics gadgets phenomenal year 2004 according figures released ces organisers cea tuesday gadget explosion signalled strongest growth yet us 2004 shipments consumer electronics rose almost 11 2003 2004 trend predicted continue according cea analysts wholesale shipments consumer technologies expected grow 11 2005 fastest-growing technologies 2004 included blank dvd media liquid crystal display lcd tvs digital video recorders dvrs portable music players `` year really begin see come life call place shifting pvr personal video recorder living room move content around house `` exhibitors showcasing take content anywhere '' said mr joseph said products making waves next year `` democratisation '' content devices technologies give people freedom music video images also focus design technologies following lead apple 's ipod made ease use good looks appeal wider range people key concern cea predicted would several key technology trends watch coming year gaming would continue thrive especially mobile devices would reach diverse gamers women games consoles sales declining launch next generation consoles microsoft 's xbox playstation could buoy sales although widely predicted mr gates would showcasing new xbox media reports cast doubt would talking keynote suggested announcement may take place games developers conference summer instead 52 us homes expected home networks cea suggested hard drive boxes media servers capable storing thousands images video audio files accessed devices around home commonplace portable devices combine mobile telephony digital music video players also popular 2005 popularity driven multimedia content services let people watch listen films tv audio wherever means storage technologies demand external hard drives flash memory like sd cards ces runs officially january	4	2	False
norwegian student ran website linked downloadable mp3 files ordered pay compensation country 's supreme court frank allan bruvik ordered pay 100,000 kroner £8,000 music industry norway student set napster.no site allowed users submit receive links mp3 files bruvik earlier cleared appeal lower court found music industry music industry bosses norway said ruling would help build confidence internet distribution medium frank allan bruvik set napster.no website part school project 2001 studying computer engineering norwegian town lillehammer website associated napster.com site usa operating since 1999 already facing legal action bruvik 's site online august november 2001 host music peak providing links 170 free files servers well providing links site allowed visiting submit links could later accessed visitors legal complaint copyright violation filed groups including norway 's performing rights society tono norwegian branches sony music universal music saw important test principle norwegian court ruled 2003 bruvik would pay 100,000 kroner music industry country 's court appeal cleared saying copyright violation occurred others posted music however supreme court stated music clearly published violation copyright law added case decided based responsibility abetting illegal act bruvik 's actions premeditated norway 's music industry said satisfied ruling showed music piracy would accepted meanwhile usa 717 lawsuits people alleged traded copyrighted songs filed week recording industry association america suits brought behalf major record companies cite individuals illegally distributing music via unauthorized peer-to-peer services kazaa edonkey preceding cases fresh action made so-called `` john doe '' defendants identified codes given computers internet connections	4	1	False
us federal bureau investigation warning computer virus spread via e-mails purport fbi e-mails show come fbi.gov address tell recipients accessed illegal websites messages warn internet use monitored fbi 's internet fraud complaint center attachment e-mail contains virus fbi said message asks recipients click attachment answer questions internet use rather questionnaire attachment contains virus infects recipient 's computer according agency clear virus infected computer users warned never open attachment unsolicited e-mails people know `` recipients similar solicitations know fbi engage practice sending unsolicited e-mails public manner '' fbi said statement bureau investigating phoney e-mails agency earlier month shut fbi.gov accounts used communicate public security breach spokeswoman said two incidents appear unrelated	4	1	False
senior barrister resigned protest government 's anti-terror laws says current system giving britain bad name ian macdonald qc quit government failed recognise house lords ruling detaining terror suspects indefinitely unlawful part 19-strong panel special security clearance act suspected terrorists five barristers reported threatening resign mr macdonald told bbc news `` reason resigning fundamentally disagree locking people without trial indefinite period reasonable suspicion `` current legal system certainly adverse effect muslim community britain whole asian community `` think giving britain bad name internationally '' anti-terrorism crime security act introduced government 2001 response 11 september attacks foreign nationals suspected involvement terrorism deported held indefinitely without trial mr macdonald believes detainees currently held entitled trial jury `` view need full return trial jury proper criminal trial proper accusations `` far 'm concerned government start rethink whole strategy dealing '' added attorney general lord goldsmith receive letter resignation mr macdonald monday according independent resignation expected followed five barristers nicholas blake qc andrew nicol qc manjit singh gill qc rick scannell tom de la mare believed carefully considering positions panel special advocates represent detainees special immigration appeals commission siac secure court without jury tries terror suspects mr macdonald said `` idea '' whether resignations would follow barry hugill spokesman campaign group liberty told radio 's today programme lawyers may go `` assure distinct possibilty lawyers may resigning '' said `` situation everything trained believe right trial jury abandoned gives sleepless nights '' helena kennedy labour peer human rights lawyer said special advocates main concern seen special intelligence allowed speak detainees `` whole procedure considered immediately 11 september great deal argument particularly house lords whether really process could considered judicial review '' said `` without detention habeus corpus really blot ian mcdonald said legal landscape something really quite shocking regard rule law ''	2	2	True
french government hand struggling wine industry 70m euros 91m aid help battle falling sales damaging overproduction financial package aimed assisting vintners financial trouble improving wine marketed french wine industry world 's second largest hit declining consumption home growing popularity new world wines wine makers however claimed support go far enough package announced agriculture minister dominique bussereau talks vintners representatives bulk money 40m euros offered form preferential loans heavily indebted producers enable reschedule payments 15m euros made available wine cooperatives make majority french producers low interest loans efforts promote french wine abroad boosted extra 3.5m euros funding france fell behind 'new world producers australia chile united states first time 2003 terms exports domestic consumption accounting 70 sales suffered strict restrictions advertising tough drink-driving laws aid package would `` create positive climate around french viticulture '' mr bussereau said however wine makers farmers said support much less hoping `` afraid resources ambitions '' jean-michel lemetayer fnsea agricultural union told associated press news agency effort tackle overcapacity government agree vines destroyed areas growers give unanimous consent 500 vintners helped take early retirement government also seek european union approval distil 250 million litres excess wine alcohol vintners receiving compensation production currently outstripping demand 30 support designed make french producers competitive face increasing global consolidation across wine industry wine makers france 's best-known regions burgundy found hard invest new technology create recognisable brands appeal overseas buyers	0	1	False
glaxosmithkline saw profits fall last year £6.2bn 11.5bn europe 's biggest drugmaker says recovery 2005 way cheap copies drugs particularly anti-depressants paxil wellbutrin weak dollar hit profits global sales 2004 firm confident new drug pipeline deliver profits despite failure obesity drug chief executive jean-pierre garnier said `` difficult year '' early afternoon trade london company share price 1218 pence mr garnier said company absorbed £1.5bn lost sales generics still managing grow business `` continuing success key products means look forward good performance 2005 '' said `` 2005 also important year terms research development pipeline progress '' however firm discontinued development experimental treatment obesity known '771 disappointing clinical trial results glaxo relying new treatments conditions cancer diabetes depression hiv/aids allergies lift pace sales growth several disappointing years	0	2	False
ferrari could listed stock market part overhaul fiat 's carmaking operations financial times reported said fiat set restructure business reaching 2bn 1.53bn euros £1.05bn settlement gm fiat 's ownership steps considered include listing ferrari bringing maserati alfa romeo closer together said despite strong sales alfa romeo fiat 's car business making loss proposals paper said could announced within days iconic sportscar maker could listed separately market fiat owns 56 stake ferrari -best known dominant formula one motor racing team first bought business 1969 considered floating ferrari 2002 opted sell minority stake italian bank mediobanca 775m euros 1bn sale valued ferrari owns maserati brand 2.3bn euros price tag would change maserati stripped financial times said fiat may transfer maserati within wholly- owned alfa romeo division effort exploit commercial synergies move would help alfa romeo maserati share marketing distribution research development costs maserati ferrari sell 10,000 cars companies broke even 2003 fiat italy 's largest private sector employer comment reported changes fiat recently negotiated end alliance general motors us firm agreed pay 2bn exit agreement could liable buy fiat outright analysts said reported restructuring evidence greater flexibility fiat develop business	0	1	False
hollywood actors samuel jackson ben stiller signed ricky gervais new sitcom comedian told bbc news said seen scripts agreed appear episode sitcom extras join british stars jude law kate winslet booked guest roles comic actor said drawn a-list stars wanted agreed `` wanted actors iconic status could also deconstruct '' gervais told bbc news `` 's zeitgeist wanted people would still around 20 years winner big brother take part '' gervais admitted cautious revealing would taking part signed dotted line met stiller jackson enjoyed scripts enough commit `` n't want start revealing names sorted people mention people n't even asked `` linked ridiculous stories recently 'm going remake 10 taking dudley moore 's part n't approached would n't take anyway '' said stiller jackson would playing `` twisted '' versions extras jokes `` would sail pretty close bone '' gervais writing partner stephen merchant currently refining scripts six-part series gervais plays struggling actor bitches stars meanwhile gervais gearing promote cartoon book flanimals released us march around time nbc begin showing us version office film rights flanimals already snapped gervais keen project taken slowly `` film happen next three years n't want 50m movie straight away well enough known would n't another spider-man batman would like something small tv first ''	1	2	False
prime minister tony blair purchased two copies charity single band aid 20 edinburgh friday staff surprised prime minister walked hmv 0900 gmt accompanied aides local police `` mr blair came unannounced pretty gobsmacked '' said hmv manager clive smith `` customer helper approached ... realised wanted buy copies band aid single rather latest eminem album '' predicted chart-topper know 's christmas expected sell least 300,000 copies time new chart announced sunday however new version 1984 single going released us despite sold many countries around world us record shops stocking import version know 's christmas said selling well los angeles new york original track released us reached number 13 singles chart british stars appear current recording dido coldplay 's chris martin well-known music fans across atlantic along u2 frontman bono record company universal responsible global distribution single available across europe asia south america canada music fans us still able access song download band aid 20 's official website 1985 group high-profile american stars known usa africa came together record fund-raising single world song written lionel richie michael jackson quincy jones producer topped us charts three weeks went win grammy awards best record song dionne warwick diana ross tina turner among line-up performers predicted band aid 20 song sell 300,000 copies uk time new chart announced sunday record also tipped become year 's christmas number one original version 1984 proceeds sales going towards relief darfur region sudan combat hiv aids across africa	1	1	True
faster better funkier hardware alone going help phone firms sell handsets research suggests instead phone firms keen get customers pushing technology sake consumers far interested handsets fit lifestyle screen size onboard memory chip inside shows in-depth study telecommunications company ericsson `` historically industry much focus using technology '' said dr michael bjorn senior advisor mobile media ericsson 's consumer enterprise lab `` stop saying technologies change lives '' said `` try speak consumers language help see fits '' told bbc news website study ericsson interviewed 14,000 mobile phone owners ways use phone `` people 's habits remain '' said dr bjorn `` move activity mobile phone 's much convenient way '' one good example diary-writing among younger people said diaries always popular mobile phone -- especially one equipped camera -- helps keep different form youngsters use text messages also reflects desire chat keep contact friends lets slightly changed way dr bjorn said although consumers always use phone sheer variety new handset technologies make possible gradually drive new habits lifestyles ericsson 's research shown consumers divide different `` tribes '' use phones different ways dr bjorn said groups dubbed `` pioneers '' `` materialists '' interested trying new things behind start many trends phone use `` instance '' said `` older people using sms much five years ago '' younger users often children ageing mobile owners encouraged older people try could keep touch another factor governing speed change mobile phone use simple speed new devices bought pioneers materialists 25 people handsets new innovations cameras consumers stop worrying send picture message person end able see significant number users passed use new innovations tends take dr bjorn said early reports camera phone usage japan seemed imply innovation going flop however said 45 japanese people ericsson questioned use camera phone least month 2003 figure 29 similarly across europe numbers people taking snaps cameras starting rise 2003 people uk took phonecam snap least month figure 14 similar rises seen many european nations dr bjorn said people also used camera phones different ways film even digital cameras `` usage patterns digital cameras almost exactly replacing usage patterns analogue cameras '' said digital cameras tend used significant events weddings holidays birthdays contrast said camera phones used much capture moment woven everyday life	4	2	False
two senior officials one china 's top commercial banks reportedly disappeared funds worth 120m £64m went missing pair worked bank china northern city harbin south china morning post reported latest scandal bank china nothing reassure foreign investors china 's big four banks ready international listings government policy sees bank listings vital economic reforms bank china one two frontrunners race list overseas china construction bank expected list abroad 2005 shared 45bn state bailout 2003 help clean balance sheets preparation foreign stock market debut however report china-published economic observer said monday two banks may scrapped plans list new york cost meeting regulatory requirements imposed since enron scandal bank china country 's biggest foreign exchange dealer china construction bank largest deposit holder china 's banking sector burdened least 190bn bad debt according official data though observers believe true figure far higher officially one five loans repaid attempts strengthen internal controls tighten lending policies uncovered succession scandals involving embezzlement bank officials loans-for-favours high-profile case involved ex-president bank china wang xuebing jailed 12 years 2003 although committed offences whilst running bank china new york mr wang head china construction bank scandal broke earlier month china construction bank branch manager jailed life separate case china 's banks used act cash offices state enterprises require checks credit worthiness introduction market reforms accompanied attempts modernise banking sector links banks local government remain strong last year china 's premier wen jiabao targeted bank lending practices series speeches regulators ordered big loans scrutinised attempt cool irresponsible lending china 's leaders see reforming top four banks vital distribute capital profitable companies protect health china 's economic boom two problems persist first inefficient state enterprises continue receive protection bankruptcy employ large numbers people second many questionable loans come big four smaller banks another high profile financial firm china life facing shareholder lawsuits probe us securities exchange commission following 2004 new york listing failure disclose accounting irregularities parent company	0	1	False
chelsea 's win fulham confirming position premiership summit proves everything place mount serious challenges fronts season got strength depth great players outstanding manager jose mourinho finances club world match need add big prizes know difficult part one thing certain put position make leap success impressively indeed beat tough everton stamford bridge newcastle carling cup 4-1 fulham great result given showing good form said winning major honours hardest task mourinho manager make whole lot easier handle anticipation expectation come way mourinho biggest club prize champions league track record confidence transmits top players priceless commodity no-one anything highly-impressed mourinho regarded touch arrogant people maybe appear way silverware back talk mourinho n't simply talk good game 's big games champions league final porto may criticise talk words backed actions 've also found realistic whenever 've heard 's spent lot money seems working remember lots managers spent money worked buys integrating arjen robben player giving extra dimension early games slaughtered defensive tactics yet winning games win titles early season certainly lose points board vital also thought criticism harsh even though scoring goals creating chances hatful taking chances double threat robben damien duff things looking good wonder lack predator particularly didier drogba injured starting look part sidelined feel chelsea ruud van nistelrooy would even safe bet title chelsea also tools go far champions league felt would never better chance last season swept europe far season interesting see mourinho prioritises things life made easier size chelsea 's squad said believed chelsea would win league season even arsenal flying start seen nothing make change mind anything seen confirmed early impressions chelsea would taken encouragement arsenal 's rocky defensive display spurs even though ran 5-4 winners mourinho say game complaining `` five-four hockey score football score `` three-against-three training match score reaches 5-4 send players back dressing rooms defending properly `` get result like game 11 11 disgraceful '' serious note game merely confirmed importance sol campbell arsenal much criticism aimed pascal cygan believe problem lies absence campbell overall effect arsenal 's defence confidence crucial factor defending start conceding goals suddenly get chill bones every time ball comes penalty area think `` oh '' find worst fears confirmed arsenal need reverse process without campbell get clean sheets board return campbell key solidifies unit pace powerful air deck vastly experienced calming influence around campbell pulls together back gets defence playing unit chelsea problems present would still place money edge arsenal champions season	3	1	False
number eight imanol harinordoquy dropped france 's squad six nations match ireland dublin 12 march harinordoquy second-half replacement last saturday 's 24-18 defeat wales bourgoin lock pascal pape recovered sprained ankle returns 22-man squad wing cedric heymans ludovic valbon come aurelien rougerie jean-philippe grandclaude rougerie hurt chest wales grandclaude second-half replacement england wales valbon capped last june 's tests united states canada second half replacement win scotland france coach bernard laporte said harinordoquy axed poor display last weekend `` imanol dropped squad least say n't make thundering comeback wales '' said laporte `` know ireland game fast rough also want able replace locks game needed gregory lamboley also come number seven eight `` grand slam gone 'll go ireland win `` exciting game ireland three wins belt defeated england eyes set grand slam '' france lost wales last week must defeat irish keep alive hopes retaining six nations trophy ireland unbeaten year 's tournament sights set first grand slam since 1948 dimitri yachvili biarritz pierre mignoni clermont yann delaigue castres frederic michalak stade toulousain damien traille biarritz yannick jauzion stade toulousain ludovic valbon biarritz christophe dominici stade francais cedric heymans stade toulousain julien laharrague brive sylvain marconnet stade francais nicolas mas perpignan olivier milloud bourgoin sebastien bruno sale/eng william servat stade toulousain fabien pelous stade toulousain capt jerome thion biarritz pascal pap 233 bourgoin gregory lamboley stade toulousain serge betsen biarritz julien bonnaire bourgoin yannick nyanga 233 ziers	3	1	False
uk athletics agreed new deal adidas supply great britain squads ages kit next four years german-based firm kitted team gb 2004 olympics deals 20 national olympic bodies uk athletics chief david moorcroft said `` athens experience extended major championships `` year ahead include european indoor world outdoor championships delighted '' moorcroft added `` hugely beneficial sport adidas commitment also provide officials personnel world-class series live televised events '' week uk athletics also agreed four-year deal energy drink company red bull supplying product athletics major domestic meetings high performance centres	3	2	False
three labour councillors birmingham caught operating `` vote-rigging factory '' election court heard police found trio handling unsealed postal ballots deserted warehouse city late-night raid june 2004 hearing told votes later counted towards month 's english local elections men elected aston ward deny collecting votes fraudulently judge presiding indicated whole postal voting system scrutiny deputy high court judge richard mawrey qc told hearing birmingham midlands institute case could potentially serious consequences forthcoming general election special election court first living memory hear allegations vote-rigging opened birmingham last month case muhammad afzal mohammed islam mohammed kazi brought local liberal democrat supporters claim trio benefited widespread misuse postal votes 10 june election ravi sukul counsel petitioners accused three men `` deeply involved '' illegal practices witnesses saw carrying several bags campaign office men drove warehouse industrial estate birch road east court told police alerted called premises mr sukul said `` officers arrived middle night saw large room 10ft long table six asian men present `` hundreds documents unsealed envelopes scattered table '' police officers left warehouse later ordered back seize documents `` officers left envelopes papers scattered '' mr sukul said `` went back make seizure every one 275 yellow ballot papers placed neatly envelope sealed house order '' interrupting mr sukul opening mr mawrey said `` saying men operating vote-forging factory industrial estate '' court heard documents taken police elections office next morning mixed ballots case men follows hearing postal fraud allegations made three birmingham councillors bordesley green ward claims denied mr mawrey due deliver judgment case aston petition heard mr afzal mr islam mr kazi deny conspiring commit election fraud deceive returning officer case continues	2	2	True
immigration asylum normally issues politicians big parties tiptoed around election time longer labour tories signalled intention making central election campaigns struck level concern amongst voters issues internal surveys showing potential swing large numbers votes also true last general election issue briefly become campaigning issue sparked probably predictable furore claims politicians either stoking xenophobia alternatively running scared addressing problem time around looks set one core battlegrounds big parties competing set tough policies tories already committed imposing annual limits immigration quota asylum seekers applications processed outside uk labour already branded proposal unworkable party strategists seen tories seizing poll advantage issue home secretary charles clarke come alternative proposals points system ensure immigrants benefit economy granted entry kick failed asylum seekers attacked tories little late failing tackle key issue numbers entering uk liberal democrats drawn deeply argument called europe-wide policy immigration parties appear agree time come properly debate address issue already signs run precisely problems former union leader sir bill morris already accused big parties engaging `` bidding war nastiest asylum seekers '' `` concern whilst labour party conservative party take constructive approach debate right-wing political parties picking statements like burden britain exploit create lot fear uncertainty '' precisely concern possible suggestion issue playing far right 's racist agenda provoke strong reactions many concerned issue challenge big parties ensure engage debate cut thrust general election also avoiding trap	2	2	True
digital revolution focused letting people tell share stories according carly fiorina chief technology giant hewlett packard job firms hp said speech consumer electronics show ces ensure digital physical worlds fully converged said goal 2005 make people centre technology ces showcases 50,000 new gadgets hitting shelves 2005 tech-fest largest kind world runs january `` digital revolution democratisation technology experiences makes possible '' told delegates `` revolution always giving power people '' added `` real story digital revolution new products millions experiences made possible stories millions tell '' part giving people control freeing content images video music crucial effort make devices speak better content easily transferred one device digital camera others portable media players lot work still needs done however sort compatibility issues standards within technology industry gadgets work seamlessly said ms fiorina 's talk also touted way technology designed focus lifestyle fashion personalisation something sees key people want special guest singer gwen stefani joined on-stage promote range hp digital cameras ms stefani helped design heavily influenced japanese youth culture digital cameras due go sale us summer based hp 607 model emphasis personalisation lifestyle big theme year 's ces tiny wearable mp3 players every turn rainbow hues giving colour everything ms fiorina also announced hp working nokia launch visual radio service mobiles would launch europe early year service let people listen radio mobiles download relevant content like track 's ringtone simultaneously service designed make mobile radio interactive among new products showcased digital media hub big upgrade hp 's digital entertainment centre coming autumn us box networked high-definition tv cable set-top box digital video recorder dvd recorder removable hard drive cartridge memory card slots light scribe labelling software lets people design print customised dvd labels covers designed contain household 's digital media pre-recorded tv shows pictures videos music managed one place hub reflects increasing move re-box pc work part key centres entertainment research suggests 258 million images saved shared every day equating 94 billion year eighty per cent remain cameras media hubs designed encourage people organise one box ms fiorina one several keynote speakers also included microsoft chief bill gates set major technology companies think people technologies gadgets next 12 months separate announcement keynote speech ms fiorina said hp would partnering mtv replace year 's mtv asia music award mtv 's asia aid held bangkok february aimed helping raise money asian tsunami disaster	4	1	False
